"idx","text","magnitude","score"
10799,"私ももっと絡みたかった同じクラスになりたかったなあ、、。みゆうちゃん元気??",0.1,0.0
10800,"プジョー意外!*実家で手回し式を30年以上使ってるから、ウチもそれにしたいと思ってたのですわ。兄さん推奨なら。具体的に考えてみよう。ナイス情報ありがとうでーす",2.3,0.4
10801,"じゅにチルは自己申告制やからましゅは違うんやで",0.0,0.0
10802,"イースター3年ぶりだからすごく楽しみ!!︎。よろしくお願いします",1.8,0.9
10803,"明日聞いて〜",0.1,0.1
10804,"朝からカフェオレがぶがぶカフェオレボールで二杯飲んだのは失敗だったなー。上がってくるもの",0.2,0.0
10805,"71歳。。父と同じ歳です",0.1,0.0
10806,"虫!",0.1,-0.1
10807,"熱出た。これは学校休めってことだよね?",0.1,0.0
10808,"いけると信じて行動しまくる。1.11過去最高動員。グループから3名6。自分6あたりまえ",1.9,0.4
10809,"傘無いやらかした〜",0.0,0.0
10810,"明日の敬語の覚えられない",0.7,-0.7
10811,"LINEもっかい送ってしまえ!。“。落ち込み。。。“。ちんともおおおお。“。。それは辛い(つД`)ノ。",0.3,0.0
10812,"昨日はクラスの子と打ち上げ行ってきたー!。めっちゃ楽しかったな。文化祭の打ち上げも行こなー!。",1.3,0.4
10813,"こんばんは、G社長さんの誕生会に出席されてます。RT。。あれ～KING〜?!静かな所を見ると明日もゴルフすかー?。",0.9,0.2
10814,"海猿通りにならないからといって韓国の判断を正当化する人がいるんだ、、。韓国が自力で2日間もやって状況が変わらないんだから絶対頼るべきでしょ。。日本は近いんだから尚更です。。",1.5,0.0
10815,"そのネタ飽きたぜ",0.8,-0.8
10816,"携帯が修理終えて戻って来たー(*^^*)。カメラ機能不良で部品交換と一緒にリアケースも交換してくれて、新品みたい♫。docomoさんありがとうございます",0.4,0.0
10817,"つばさどこ",0.4,-0.4
10818,"車出て速攻傘パージしたもん",0.0,0.0
10819,"跡残るかもらしい(。́;ω;`)ひょえ〜〜湿布で火傷状態だって〜〜",0.3,0.1
10820,"せやでも妥協したら負けやから絶対せん()",0.0,0.0
10821,"肚子痛～",0.3,0.3
10822,"昨日のお稽古で音は鳴らないけど「紅葉狩」終了。「どうする?」って訊かれたけど今の状況で右手が治る保証も無いので先に進むことにしました。本当はへっぽこでも音鳴れば良いんだけどね。。次回からは「蝉丸」道行です。また謡から(何となく)覚えないと",2.0,-0.2
10823,"可愛い。",0.9,0.9
10824,"間違えました笑。はぁーいっ♡♡",0.3,0.1
10825,"明日からプール入るん",0.1,0.1
10826,"BIG。BANGとか。動画流れてくる度に思うけど。K-POPで投票競うなんて。比べられないし。ペン同士が敵に見えるから嫌だな。",2.0,-0.1
10827,"iPhoneパソコンにつなげてあたりくりまわしたらエラーになり、なんやかんやしてたら電話帳全部消えた〜",0.6,-0.6
10828,"始業式しょっぱなから寝坊で遅刻はまぢ笑えない。やらかしーた",1.0,-0.4
10829,"それ、早くゆーてよ!!うち一人で寂しかったし(T。^。T)学校ちゃんといかなあかんやん!!",1.3,0.0
10830,"嬉しい〜これからもアンニュイ白布貫きます。うわー!!お恥ずかしい!!(笑)SNOWまじで盛れすぎて調子のりましたフリスビーが一番盛れる(笑)",1.3,0.1
10831,"ねむい",0.0,0.0
10832,"そうでねだって大昔にえりにゃんとスパナチュの話したときにサムが悪魔側って聞いて衝撃的やったのを覚えてる。このイケメンにはまだお目にかかってない",1.3,0.6
10833,"映画始まるよ～(。̄ー。̄)。てゆーか、そろそろ疲れてきたかもー教習も始まるしやべぇwww",0.5,0.0
10834,"あ、そういえばゆーチンさん日月休みだったね。そう(^-^)/。今週は、夜勤だから昼過ぎまで起きて片付けしたりするよ(。̄◇。̄;)。昨日、出掛けてて何もしてないからね(((o(*゚▽゚*)o)))",1.6,0.0
10835,"バス降りて会社に向かい歩いてたら、前を歩いてたジジイ回りをキョロキョロしてて、変な人だなぁって思ってたら、いきなり立ち◯ョンはじめてビックリしたぁ～～。朝から記文わるいわぁ、、、",0.7,-0.3
10836,"おはようございます。今朝発見された謎の穴がある現場に来ています。いったいこの穴の正体は何なのでしょうか!?。ほぇ?(。ρω-。)。あっ!何かが顔を出しました!。どうやら謎の穴の正体は「マサムネの巣」のようです!。「かーちゃん朝からうるさいでし」。ごめんなさい。",2.5,0.0
10837,"おーふ。順番でいきなよー(笑)",0.3,0.1
10838,"でも女の子だったら。反抗期きて嫌われそう",0.6,0.3
10839,"頑張り過ぎたしビール重いもん何往復も運んで腰も痛いし身体が疲れ過ぎて起きてられちゃうおふとん入ったらすぐ寝るのかな・・・アルコール入って起きにくそうモーニングコールないかなぁ・・・あと2時間半後・・・起きてよっかな・・・いや、ちょっとでも睡眠は取る方がいい",0.5,-0.5
10840,"20才の時は親は他界。妹12才と2人で暮らしてた。当時の生活ではスーツも買えなくチョイといい普段着で出た。周りはスーツにネクタイ。周りも気にしない人だったし。久しぶりに同級生に会いたくて出たのもある。そんな事で。騒いでる世の中は平和だなぁ。と思う。長々とすみません",2.7,0.2
10841,"学校おしまい。部活休んで、特別補習というかたちで、東大の赤本やりました〜。辛かったのよ〜",1.0,0.2
10842,"香川選手...決まったみたいですよ......(^-^)/。",0.5,0.1
10843,"ももみんととかももみんとか適当に呼んでやってください",0.2,0.2
10844,"おそらくワシが一番量少ないんじゃないかと不安になってきた......なんか単位落としそう",0.7,-0.3
10845,"ありがとねー!来年にはやるよ!今度カラオケいこーぜ!",0.7,0.2
10846,"プリセミナーありがとうございました!!内容最高でしたGに伝えていきます!!メンズにも連れて行ってP2〜P3になるなら連れて行くしかない!!動員0とかあり得ないですね今までの断られた人、動員声かけしていきます北川Gいっぱい連れて行くぞ!!",1.8,0.2
10847,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
10848,"MINMIさん離婚しちゃったの",0.2,0.2
10849,"好きな服のブランド聞かれたからしまむらって言ったらバカにされた笑",0.0,0.0
10850,"おはもにもにー。今日から学校ですやん。。んで今日から6時間ですやん。。友達も来ないみたいだしつまらんなぁ。。。",1.0,0.0
10851,"memorys聴くと少しだけ。体感温度下がる(*。́ω`*)",0.7,0.1
10852,"あ、そーなのw。飛ばされなくて良かったね",0.9,-0.2
10853,"おはようございます(*^。^*)どうしよう師走は家が忙しいまだ花の植え替えも済んでない...。時間が欲しいわ。さて、仕事だ。行くぞ",1.4,0.0
10854,"前回イベントより動員3倍いくぞ～。現実化したる",0.4,0.2
10855,"大変なことになってしまいましたよ(。;。́Д`)何なんですかね、これは",0.7,0.0
10856,"電車乗ってる時に災害警報鳴るのまじ怖いんやけど",0.1,-0.1
10857,"昨日イカスミのパスタ食べたからかな。早朝に漆黒のうんこ出てきた",1.0,-0.3
10858,"おはよ!昨日は遅かったんだねでも羽生王子に会えて良かったねしかしその‘‘すち子さん’’仲間がいるんだみんな同じような方達だったらおもろいな。今日も朝早くからごくろうさまね1日がんばって!!!。わたしも今から息子の学校へ行ってきまーす!(サッカー)",1.7,0.3
10859,"そっか。でも何かきっかけにすぐに現状が崩れたりするのって良くあるからね。頑張り過ぎずに息抜きもしてくなはれ(☆ФωФ)ノ",1.4,0.4
10860,"朝カレーいいよな!",0.8,0.8
10861,"今日めっちゃ天気いい!!!!!",0.9,0.9
10862,"\。/。\。\。\。γ∩ミ。⊂::。::⊃))。/乂∪彡\",0.7,0.0
10863,"ああああぁぁぁあ頭いたいよ泣。いっぱい泣いてしまっただー",0.8,0.4
10864,"仕事仕事!。二日酔い気味ですが、イグゼロの公式絵尊いイラスト見て元気な出たですね",1.1,0.5
10865,"1つ代理店が最低10人以上愛用者がいるグループ作りをしようRT。。自分で言うのもなんですが真冬やのに肌が綺麗です。ふっくらつやつやです。これが製品が良い何よりの証拠!愛用者さん増やしてくぞー!!",3.6,0.3
10866,"ロゴとかデザイン周りもグラフィッカーの仕事ですし、範囲広いですよね...",0.4,0.4
10867,"それは、精神的に未熟なんじゃないよ、ゆづ。心に傷を負ってるんだよ。体と同じに、心もメンテしてあげて",0.9,-0.1
10868,"300系が来年で引退か～。好きな車両だったけどねー",0.2,-0.1
10869,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
10870,"おはようございます。喫煙場所として病院は敷地内の喫煙ができないそうです。喫煙するときは敷地外に行ってるそうです。ターミナルケアの患者は体に悪いから吸ってはいけないそうです。一方、子供もいる飲食店には喫煙者がいます。ほわーーいじゃぱにーずぴーぽー!。気張っていきましょう",3.0,0.0
10871,"最悪やん",0.9,-0.9
10872,"おはようございます",0.0,0.0
10873,"さすがにウィッグには、使わんで!わら",0.4,0.2
10874,"AAAいいですよね~。私もイッテミタインデス。。もし、行ったら。感想聞かせてください",1.2,0.1
10875,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
10876,"わ～!楽しんできてください幕張駅からバスが出てますよ～!",0.9,0.4
10877,"衣装のスカート短いし、ストッキング寒い〜。まだ今日暖かくて良かった",1.3,0.0
10878,"自分しろいからって(爆笑)。透明になってしまえ(爆笑)",1.0,0.5
10879,"リプよりLINEのがみるからLINEしてくれたらよかったのに",0.1,-0.1
10880,"おれがしらないわけないっすよフットサル歴なんぼだとおもってるんですか",0.5,-0.5
10881,"あぁ、こうゆうとこ合わない。。もう諦めた",1.3,-0.6
10882,"おっぱにょ。。。",0.1,0.1
10883,"ぼくも。言ってもらうべきだね。まほにたくすしかない。まほ頼んだ",1.2,0.0
10884,"くそゼニガメ家帰れよ",0.8,-0.8
10885,"リアルに泣けるわ。一つ一つ落とし直しだゎ。新しいiPhoneいいなぁ～",2.0,0.3
10886,"たまたまテレビつけたら朝生で本当、うっさいわ仕事するからテレビけそ",0.2,0.2
10887,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
10888,"キモッ",0.0,0.0
10889,"ですです。ハッシュタグをつけて呟く人間もドン引きですけどRT回す人もコメントないなら同じマインドだからですよねって言う。差別反対をしながら別の差別で人を叩く人が多くてもうこれ差別ってコンテンツで楽しんでいるだけでは...ってのが最近の同人垢で見かけることが多くて推しの話シロ",1.4,-0.2
10890,"何年ぶり?てぐらいに体調崩した死にそう",0.2,0.0
10891,"いびきうるさかった",0.1,0.1
10892,"いとか。ゆちゅん。(。́∀`)vおはよぉ~~~.+*:゚+。.☆。朝からツベ見る......時間が無い。あとでゆっくり見る~さて。化粧化粧",2.5,0.1
10893,"おはよう!みっちゃんとこ台風ぶつかってるんだね。気をつけて!",0.3,0.0
10894,"最下位決まったなライアンの新人王をチーム全体で獲りに行けよ",0.6,-0.6
10895,"職員室以外は冷房かかりませんので、印刷室にて印刷作業をするだけの大きな労作ではないというのに汗だくになってしまう",0.7,-0.7
10896,"技術って今、女子もあるんだ",0.7,0.7
10897,"今日1日、下痢が止まらない最悪だ〜",0.8,-0.8
10898,"画像見れないし送れない",0.9,-0.9
10899,"おはよー。^o^良い事だね。(^^)",1.0,0.3
10900,"ここんとこ耳鼻科通いまたまた薬局で待ち〜。",0.8,0.8
10901,"大丈夫なん(>_<)?。完全にMSのせいやな",0.2,-0.1
10902,"だめっ2人で行くの!!",0.1,-0.1
10903,"うひょー笑笑。遠",0.4,0.2
10904,"16は沖縄にいるから行けないと思われ横浜っていつのやつだ?笑",1.0,-0.2
10905,"パートさんに負けるなー!。たかぼを困らせるやつ許さん!。しぃのたかぼなのに",1.3,0.1
10906,"ぷんぷん加齢臭",0.6,-0.6
10907,"ほんまにそうやで、トンネルくぐったらあれ?って感じやもん不思議～",0.3,0.1
10908,"名前。ふうと。餓鬼Twitterの垢は凍結されており、もう誰にも解凍出来ないwww。活動名。ふうと。ふうとたそ。妨害ランク",2.4,-0.1
10909,"好いじゃないですか眠い時に寝るのが一番です",0.8,0.8
10910,"すごい奇跡!。そうね。一つ人生作り上げてしまったなぁっていう、責任の重さはフツフツあるよね。でも、瞬間より日々の成長が奇跡を感じるよちょっとずつ確実に大きくなってく〜。パパパパンチ。",1.8,0.3
10911,"あゆトリだもんね☆いつもキレイで素敵o(^▽^)o私はBIGBANGに会いたいなり",0.9,0.9
10912,"起こされるのは好きじゃない真田に怒られちゃうね",0.4,0.4
10913,"英語、宿題地味多い。",0.2,0.2
10914,"経堂にいたから助けてあげようと思ったのに。ならよかったです",0.7,0.3
10915,"六時すぎた。ヤベェ、間に合わねえ",1.1,-0.5
10916,"ひどwwww。ゲスとひょーたがすばしこいんだよww",0.3,0.0
10917,"アハハ。勝っちゃいました～♪",1.3,0.6
10918,"ミッキーが来るからじゃないの?休みならなぁゼミンのミニLIVE見たい^。-。^",1.0,0.2
10919,"おはようさーん!!",0.1,0.1
10920,".。デジタルブック。、颯さんのブックに。ほかのメンバーもいらっしゃるので。颯さんも他のメンバーのブックに。いらっしゃるのかしら",0.6,0.0
10921,"やばい。行き方分からへん。調べれば調べるほど分からん(笑)。あと3日なのに(笑)",1.7,0.0
10922,"昨日のうちから準備?!さすがだねうちは出かけた日は帰ってきてバタバタでえらいことになってるよ見習いたいけど見習えないのが残念だわ",0.4,-0.2
10923,"ありがとうございます",0.0,0.0
10924,"ほんとです。妖精通り越してます",0.5,0.2
10925,"レイヨンのとっ散らかったとこ可愛いよねw。憎めなくて愛らしい。リリーは本当の女性になりたかったわけだから、あの美しさも女性らしさも納得。でもあの映画の本当の主役は奥さんだよねー。あの人凄い。",2.7,0.5
10926,"真的好笨噢...哈哈",1.0,0.5
10927,"それはつらたん笑",0.0,0.0
10928,"あぁーって持って行くんのかよ!",0.1,0.1
10929,"ボーリングオール帰り。",0.1,0.1
10930,"大輝めんクリアしたけどhappy。endまで。はたどり着かずなので。。。。",0.9,0.3
10931,"おはよー。なめとんのか!て言ってやりたいね。世の中そんなに甘くなーい",1.0,-0.1
10932,"入りたいです!!!",0.4,0.4
10933,"おはようございます(^^)はぁ〜い頑張りましょう今日も宜しくねぇ〜",0.6,0.6
10934,"昨日慣れないヒールはいたせいで。靴擦れと筋肉痛で足が痛い。もうヒール履かない。。おはようごわす仕事いきやす",1.7,0.1
10935,"うんうん、白菜いっぱいでおいしいよね〜今度一緒に行けたらいいねo(^▽^)o",0.9,0.9
10936,"おはようございます。ホントですね!気づけば12月!。お仕事ファイティン。ですね(笑)",1.8,0.3
10937,"ズームカーさんの偽物がいます。Twitterに報告お願いします",1.0,-0.1
10938,"私じゃないです。ケータイが勝手にツイートしました。",0.8,-0.1
10939,"筋トレされてるのですか。私も今年こそは頑張りたいです...。衣類掛けになりつつある我が家のワンダーコア2...",1.8,0.6
10940,"おう!。そうして!",0.2,0.1
10941,"""。おはよ。おー!昨日の雨が嘘みたい!(*Ü*)ノ""""""",0.7,0.1
10942,"記憶捏造はよせ...ほんと...うんこ投げられるの人生初...!",0.4,-0.1
10943,"タイガースを全力応援しよう。福留今日出れるかな?",0.4,0.2
10944,"[OK]を私は教え吸うその後同意",0.1,-0.1
10945,"くそLINEうぜえ、ひらいてもないのに!!!!!もうっ",1.1,-0.3
10946,"6★絶対取らせるその為にもアポ5件ロールストックがあると思わずとにかくアポRT。。悔しい気持ち忘れん今月こそ6★キープしてLSB.ベガス行く。そのための行動必ず。1ヶ月の反省生かして、目標必達やるぞ!!!!!!!!!!",2.1,0.2
10947,"いつも入浴剤を入れて入浴しているのに、昨日買い置きがなくて入浴剤なしのお風呂に入った。今日の仕事帰り買おうと思ってたのに、買い忘れてしまい、また今日も入浴剤なしのお風呂に入る羽目になった。明日こそは買わなければ",1.0,-0.3
10948,"すごい野球のイメージ強い(笑)。いつも楽しく見させてもらってるよ。",1.7,0.8
10949,"朝から翔くんのJALだは松潤の新CM、ドラマだのツイッターが騒がしくて落ち込んでたので。私の方こそsizuku。さんのツイッターで元気が出ましたよ。。この先も何も無いっていうことないですよ!ここまで待ったら喜びも100倍!その日を励まし合いながら楽しみに待ちましょうね〜〜",4.0,0.4
10950,"おはようございます。ぱぱーっと日本史終わらせたいから。今日集中!午前中にプリント覚えきりましょう。昨日遅くまで起きてた人まだ寝よんちゃう(笑)",2.3,0.4
10951,"じゃあ、側にいて",0.2,0.2
10952,"おはようです!返事遅くなってごめんなさい。あ、そうなんだ!ずっと年上だと思ってた!(笑)",1.4,0.0
10953,"「クイズ★スター名鑑」にでか美さんの名前がありました",0.2,0.1
10954,"おはらから!",0.1,0.1
10955,"またココペリが",0.1,0.1
10956,"てかあのDVD借りてすごいよかった!敬語やっとわかった☆たぶんwwwほんまありがと～",1.9,0.9
10957,"まじで。B'zじゃないの?これでサポメン気になるとこ。でも、Zeppかぁ。体力がぁ(苦笑)あれと被ってなくていいけど、行くか悩むやつやんきっと取れんな。",1.6,0.2
10958,"アイヤーこれAnotherアルね!僕のリザルトHyperアル",0.8,0.4
10959,"ぷぅ切れた。。。。tomochaaaan77:。",0.5,-0.1
10960,"これを見てねねが「ちょっと根岸~」って言った爆笑。",0.0,0.0
10961,"なんかこわい夢見て目が覚めた(。;。́Д`)。まだまだ起きなくていい時間なのに...。損",1.1,0.1
10962,"まるで国の元首気取りですね“。運転手さんがまるで観光タクシーのように「ここがお宅ですよ」と教えてくれました。警備員じゃなくて警察官常駐でした。テロ防止?。RT。。僕も近所ですRT。。石原慎太郎",3.0,0.3
10963,"キュンキュン。ちーちゃんも早く彼ぴ見せて",1.7,0.8
10964,"お腹下すまで食べる",0.2,0.2
10965,"怖。mimiさんだけに聞こえてくる...とか?",0.6,0.0
10966,"毎月恒例になってきた生理前の腹痛。体調悪いのに寝れない",0.5,0.0
10967,"みなさんおはよるる",0.0,0.0
10968,"おはおは。学校行ってきまする。雨やだなあ...。。気づいたら夏休み終わりそうだった!!。やばばばば",1.2,0.2
10969,"リンちゃんおはよう。今日もよろしく",0.9,0.4
10970,"ひゃー嬉しいw今日1日待ち受けにするわ〜",0.7,0.7
10971,"おはょん。それ私も思う〜",0.1,0.0
10972,"......船酔い",0.5,0.2
10973,"リセさん。おはようございます(。・ิω・)ノ。ิ。そっちは雨降ってます?こっちはまだ降ってないけどもうすぐ降りそうなすごい風がふいてます。台風/大雨には気をつけてください。今日もよい1日を～～",2.1,0.2
10974,"たん........",0.1,0.1
10975,"次の日早番な私を殺す気かこれ保留のながれな(笑)GWの予定がいまいち謎ww",0.7,-0.7
10976,"爆笑。どんまい。すればよかったなと家に着いて後悔したわ",0.5,0.0
10977,"おはようございま〜す\(^o^)/。そういうアレルギーもあるんだありがとです",0.9,0.4
10978,"そこかよ!笑。誰の下半身じゃ!?ハァハァ←。......この変態め!笑。わしだめだ、、絶対就職できんうげええ(。́Д`。)なんでこんなにダメ人間、、",2.8,0.0
10979,"本当大変どころじゃないラスト終わって帰るのこの時間だよ!?つらかった!!!!",0.7,-0.2
10980,"それはからしゅやろ",0.2,-0.2
10981,"たくさん観て盛り上がってね〜",0.9,0.9
10982,"まだ、横浜と福岡があります。席悪くても、ミラクルが起こりました",0.7,0.3
10983,"今調べましたがやっぱり微妙ですね。キャラゲットイベの時に期待します\(。'ω')/",1.4,0.0
10984,"""。しんどいよね〜。がんばろ...とりあえずまだ諦めずに(。..)""""""",1.6,0.2
10985,"ご自宅に体育館的なスペースがあるのですかぁ?",0.0,0.0
10986,"えっ被害あった大変でしたね。バンバンに被害なくて良かった",1.1,-0.5
10987,"ありがとあんながほのの事好きなんは知ってるですでに。笑。それ以上にほのは好きやけどな♡。ありがとう♡がんばろ♪。",2.5,0.6
10988,"あ、そうなの!?笑。夜勤お疲れ様でした┏○ペコッ笑。たくさん寝なはれ〜〜",1.1,0.2
10989,"ちゃん付けやだーやだーおかしくない真面目でっす。ぷりーずみい笑",0.7,-0.2
10990,"ひなちゃん、台湾とは凄いね",0.7,0.7
10991,"まーじ?私ね、2部だったと思うよ\(^o^)/結構後ろだったけど!したいしたい～♩",0.8,0.2
10992,"なんでそんな意地悪なの!!。別に座布団が欲しい訳じゃないもーん(。́ิ-。́ิ。)",0.8,-0.4
10993,"さすが、淳太くん...。焦らして焦らして焦らしてかな?←。いやいや、そんなことないのだよ。私の方こそ、すっっっごく嬉しいよ",1.5,0.2
10994,"なっちゃんのせいでめちゃめちゃお腹なりながら寝たんだからね",0.3,0.3
10995,"おはよーございます☆。遅くまでのリハーサルお疲れ様です。今日は友達と一緒に見に行かせて頂きます。とても楽しみにしていますので、頑張って下さい!!o(`^。́*)",2.1,0.2
10996,"福岡は雪でさむいよー",0.5,0.5
10997,"嫌だもん",0.5,-0.5
10998,"無理だ検診に行くのに化粧する気力がない",0.9,-0.9
10999,"悩み聞いてあげよーとしてくれてるその気持ちだけでめっちゃ嬉しいです!!。その気持ちだけで、みんなの悩みが少しでも軽くなるはず!!。少なくとも、うちは軽くなりました。ありがとう",3.0,0.7
11000,"かずさん。おはようございます。ハードディスクは何よりも大事この数日間。寂しい思いをしています毎日放送されている分が録画できなくてもどかしい〜",1.6,0.4
11001,"りこちゃんおはよう。何かわからんけど。頑張って",0.5,0.1
11002,"ほんとだよ〜〜。お祭り以降聞いてないよ",0.4,-0.2
11003,"いざ!出陣......したい。恋する乙女...",1.2,0.3
11004,"疲れた。もういいっしょ",0.2,0.0
11005,"寝れんかった",0.3,0.3
11006,"スマホのラインの。アップデート。時間かかりすぎ",0.7,-0.2
11007,"宮城交通まじでなんなの!!。時間変えるなーーー",0.4,0.1
11008,"家から全速力で走ってきて目の前まで来たのに待ってくんなかった。本当江ノ電の人いじわる",0.6,-0.2
11009,"ゆりぽ",0.0,0.0
11010,"おはようございます",0.0,0.0
11011,"最悪だよー(;_;)。水曜日のFNSバイトと被っちゃった。それに少クラも観れないよ",2.1,-0.7
11012,"まってwwwwww。こんな顔文字あったの?w。←",0.9,0.2
11013,"わたしも大家さん大好きだったから寂しいなもっとお話読みたかったな御冥福をお祈り致します",0.3,0.3
11014,"gloo充電し忘れて久々タバコ吸ってるけどヤニクラするな",0.2,-0.2
11015,"おはようございます。。その後は全く何もありませんよ。2、3才まで何かを感じるらしいですよね。今もあったらチョット怖い。当時は私も急に怖くなってそそくさと帰ってきました。一応観光地なんですけどね",2.3,0.0
11016,"スッキリ、まだ野使ってんのか。古市キャラは2人もいらねぇ～よ",1.3,-0.2
11017,"懐かしい曲ね〜〜。でも同じく最近の曲知らない笑",1.2,0.6
11018,"おはよう可愛いでしょ?溺愛中ですから(笑)",0.9,0.4
11019,"ありがとうございます♪(。́▽`)そうなんですよ会場限定なんですよすんません(>_<)郵送は可能ですよ",1.1,0.5
11020,"ありがとうございます寒くて腹壊してます",0.2,-0.2
11021,"仁一はともかく",0.4,-0.4
11022,"電車、暑いし...なんか小便クチャい...(>_<)",0.6,0.0
11023,"マジか∑(゚Д゚)若干自分も似た症状でる。とりあえず病院に行って診てもらうのが一番だね。早め早めの対策をしましょう",1.1,0.3
11024,"素敵な微笑みお花フォト☆彡。“。お早う御座います。言ってすっきりするより。言わない方がいい。言われた人は。案外傷ついている。時間があなたを鎮める。ハリセンボンのようなダリア。今日も笑顔。",3.0,0.3
11025,"ソロ活動か...朝からビックリ。zeppで名古屋1日とかチケ取れる気がしない。",0.6,0.0
11026,"ですよね(笑)。本間に憂鬱です(笑)あの、カフェフラッペのふた開けるの苦手なんです笑それが憂鬱です(笑)",0.6,0.3
11027,"おはようございます。全然偉くないですよ〜。私も遠征は難しいので関西しか参戦。してないですが仲良くしてください",1.1,-0.1
11028,"さすがです...。必要なら送迎しますんで。言って下さいね。今日宜しくお願いします",1.6,0.2
11029,"朝からニヤけたさんきゅう",0.1,0.1
11030,"働け",0.1,0.1
11031,"ゴミじゃないですよ。まだまだ綺麗なままですよ(≧∇≦)",1.4,-0.2
11032,"準備ちまちまそろそろしないととは思ってたけどなかなか。多分ローマ字じゃないかね",0.5,0.2
11033,"昨日喜んでくれたし良かった。1番嬉しかったん花鈴やったけど。",1.4,0.7
11034,"あははは(^○^)。大吉さん...無事でほんとによがった...",1.0,0.3
11035,"次や~~~",0.2,0.2
11036,"わかる、だるい。エプロン要らんよな。まりこ学校きてよ!!。きっと今日で最後だから",1.9,-0.1
11037,"いくつか理由とかを挙げて行くとき2番目が本音だと思ってます。だから2番目がひゃー。iPhoneの人、ひゃーって打ってみて下さい。もれなくこの絵文字出てきます。",2.0,0.5
11038,"その綺麗なお顔とトーク力を寄越しなさい",0.6,0.6
11039,"私はCMのヒミツ分かったよヒントは。。かな!みんなも。。出演CM。。をじっくり見てみてね。",2.1,0.4
11040,"ホントだ!!!!!。全然違う。最近の着物は柄が派手なのが多いんだねー",1.1,0.0
11041,"今夜もよみうりカルチャー川崎手話教室で講師だ。ステップアップクラスの皆さん、今日も楽しく頑張ろうな、よろしく。blog。花井盛彦の日記。",1.5,0.3
11042,"明日はぁ〜【病院巡り】をするよ。いつも行ってる病院の後にオススメの病院にも行ってみるつもり。きけばいいんだけどなぁ〜",1.1,0.0
11043,"そんな練習したら。誰かを蹴りたくなるでしょう。知床峠の熊を蹴りに行って下さい",1.1,0.3
11044,"南北線って通勤時間帯でも快適なイメージあったが、下りしか乗ったことなかったからだね...目黒線からの上りはぎゅうぎゅう",0.5,0.2
11045,"二人とも可愛すぎ",0.8,0.8
11046,"同小の友達と遊びたいーー",0.6,0.6
11047,"ただ今、運転免許の更新の為、警察署に来ています。。ん?こんなポスター貼ってあるんですね。",1.1,0.3
11048,"え、まじか......わたしの旦那なのに。",0.5,0.1
11049,"学校か",0.1,0.1
11050,"おはようございます!!︎朝雨凄かったですね。今日は大会があります。めちゃくちゃ緊張してきた〜〜。行ってきます!!︎。いっくんも今日一日頑張ってください",3.6,0.6
11051,"めっちゃ眠いのに座られへんかった",0.6,0.6
11052,"まあみんな受験テストでいそがしいな。おちついたらみんなで遊ぼか。はぁ大嫌いな勉強してきます",1.4,0.1
11053,"優しい笑。今度やる時教えて",0.9,0.4
11054,"おとなしめなたちで。払わされた子たちも。払えって言われてた子たちも。けっかよかったのかなって・・・。払えるたちだけで。またって!。あたしらは。オビねらいでサンカてきな。あとはムリだし。しーくんが書いた書道ね・・・。ヒトモジ5センエン～でぇ。名前ありは・・・",2.3,0.1
11055,"痛いのところでグーパンチ?",0.7,0.7
11056,"ありがとう",0.5,0.5
11057,"りあちょさんきらいです",0.2,-0.2
11058,"今日FGO何らかのお知らせがあるだろうから震えて待つ。復刻なのか新規なのか...アポ鯖来ないかなぁ...バレンタイン間にあわんやん...",0.8,0.0
11059,"何かさぁ...認証コードがなきゃ出来ないみたいんだよね(>_<)。何回もやっているんだけど中々出来ないんだよね",1.0,-0.3
11060,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
11061,"あああありがとう。",0.1,0.1
11062,"FGO先行の申込が今日からだと思ってた。今日は結果発表じゃん",0.6,-0.2
11063,"さきほど発言していたようです!ええ、はい、おぉー!!!大胆発言ですね!!!。結婚!!!すばらしい!!!!もうプロポーズは済んでいるんですか",3.0,0.5
11064,"これからAWの方と横浜でお食事。引き寄せる",0.1,0.0
11065,"ほんとですか?嬉しいあまりです。交換ってしたことありますか?わたしなくてあんまりやり方わかってないんですけど大丈夫ですかね",1.2,0.3
11066,"ねー週間予報って変わるよね〜。今年の台風、しつこすぎ",1.3,-0.6
11067,"私は食べ過ぎた...。",0.6,-0.6
11068,"なんか料理長怒ってる(T。^。T)。近藤さんのせいだ。料理長ぉー(。;。;。)",1.5,0.0
11069,"やっと、天体ショー見ることができたぁ!。金星が太陽を横切っています",1.0,0.5
