"idx","sentence","magnitude","score"
10936,"お仕事ファイティン。",0.2,0.2
10936,"ですね(笑)",0.1,0.1
10937,"ズームカーさんの偽物がいます。",0.6,-0.6
10937,"Twitterに報告お願いします",0.4,0.4
10938,"私じゃないです。",0.2,0.2
10938,"ケータイが勝手にツイートしました。",0.6,-0.6
10939,"筋トレされてるのですか。",0.6,0.6
10939,"私も今年こそは頑張りたいです...。",0.9,0.9
10939,"衣類掛けになりつつある我が家のワンダーコア2...",0.2,0.2
10940,"おう!。",0.0,0.0
10940,"そうして!",0.1,0.1
10941,"""。",0.0,0.0
10941,"おはよ。",0.1,0.1
10941,"おー!",0.1,0.1
10941,"昨日の雨が嘘みたい!(",0.0,0.0
10941,"*Ü*)ノ""""""",0.4,0.4
10942,"記憶捏造はよせ...",0.0,0.0
10942,"ほんと...",0.0,0.0
10942,"うんこ投げられるの人生初...!",0.4,-0.4
10943,"タイガースを全力応援しよう。",0.4,0.4
10943,"福留今日出れるかな?",0.0,0.0
10944,"[OK]を私は教え吸うその後同意",0.1,-0.1
10945,"くそLINEうぜえ、ひらいてもないのに!!!!!",0.8,-0.8
10945,"もうっ",0.2,0.2
10946,"6",0.0,0.0
10946,"絶対取らせるその為にもアポ5件ロールストックがあると思わずとにかくアポRT。。",0.9,0.9
10946,"悔しい気持ち忘れん今月こそ6",0.3,0.3
10946,"キープしてLSB.",0.1,0.1
10946,"ベガス行く。",0.0,0.0
10946,"そのための行動必ず。",0.0,0.0
10946,"1ヶ月の反省生かして、目標必達やるぞ!!!!!!!!!!",0.5,0.5
10947,"いつも入浴剤を入れて入浴しているのに、昨日買い置きがなくて入浴剤なしのお風呂に入った。",0.2,-0.2
10947,"今日の仕事帰り買おうと思ってたのに、買い忘れてしまい、また今日も入浴剤なしのお風呂に入る羽目になった。",0.7,-0.7
10947,"明日こそは買わなければ",0.0,0.0
10948,"すごい野球のイメージ強い(笑)。",0.8,0.8
10948,"いつも楽しく見させてもらってるよ。",0.8,0.8
10949,"朝から翔くんのJALだは松潤の新CM、ドラマだのツイッターが騒がしくて落ち込んでたので。",0.3,0.3
10949,"私の方こそsizuku。",0.3,0.3
10949,"さんのツイッターで元気が出ましたよ。。",0.9,0.9
10949,"この先も何も無いっていうことないですよ!",0.6,-0.6
10949,"ここまで待ったら喜びも100倍!",0.8,0.8
10949,"その日を励まし合いながら楽しみに待ちましょうね〜〜",0.9,0.9
10950,"おはようございます。",0.2,0.2
10950,"ぱぱーっと日本史終わらせたいから。",0.1,0.1
10950,"今日集中!",0.6,0.6
10950,"午前中にプリント覚えきりましょう。",0.8,0.8
10950,"昨日遅くまで起きてた人まだ寝よんちゃう(笑)",0.5,0.5
10951,"じゃあ、側にいて",0.2,0.2
10952,"おはようです!",0.1,0.1
10952,"返事遅くなってごめんなさい。",0.6,-0.6
10952,"あ、そうなんだ!",0.4,0.4
10952,"ずっと年上だと思ってた!(",0.2,0.2
10952,"笑)",0.0,0.0
10953,"「クイズ",0.1,0.1
10953,"スター名鑑」にでか美さんの名前がありました",0.1,0.1
10954,"おはらから!",0.1,0.1
10955,"またココペリが",0.1,0.1
10956,"てかあのDVD借りてすごいよかった!",0.9,0.9
10956,"敬語やっとわかった☆たぶんwwwほんまありがと～",0.9,0.9
10957,"まじで。",0.2,0.2
10957,"B'zじゃないの?",0.1,-0.1
10957,"これでサポメン気になるとこ。",0.3,0.3
10957,"でも、Zeppかぁ。",0.5,0.5
10957,"体力がぁ(苦笑)あれと被ってなくていいけど、行くか悩むやつやんきっと取れんな。",0.4,0.4
10958,"アイヤーこれAnotherアルね!",0.1,0.1
10958,"僕のリザルトHyperアル",0.6,0.6
10959,"ぷぅ切れた。。。。",0.4,-0.4
10959,"tomochaaaan77:。",0.1,0.1
10960,"これを見てねねが「ちょっと根岸~」って言った爆笑。",0.0,0.0
10961,"なんかこわい夢見て目が覚めた(。",0.2,-0.2
10961,";。́Д",0.1,0.1
10961,"`)。",0.0,0.0
10961,"まだまだ起きなくていい時間なのに...。",0.7,0.7
10961,"損",0.0,0.0
10962,"まるで国の元首気取りですね“。",0.7,0.7
10962,"運転手さんがまるで観光タクシーのように「ここがお宅ですよ」と教えてくれました。",0.6,0.6
10962,"警備員じゃなくて警察官常駐でした。",0.3,-0.3
10962,"テロ防止?。",0.4,0.4
10962,"RT。。",0.1,0.1
10962,"僕も近所ですRT。。",0.6,0.6
10962,"石原慎太郎",0.0,0.0
10963,"キュンキュン。",0.9,0.9
10963,"ちーちゃんも早く彼ぴ見せて",0.8,0.8
10964,"お腹下すまで食べる",0.2,0.2
10965,"怖。",0.1,0.1
10965,"mimiさんだけに聞こえてくる...",0.3,-0.3
10965,"とか?",0.0,0.0
10966,"毎月恒例になってきた生理前の腹痛。",0.2,0.2
10966,"体調悪いのに寝れない",0.3,-0.3
10967,"みなさんおはよるる",0.0,0.0
10968,"おはおは。",0.1,0.1
10968,"学校行ってきまする。",0.0,0.0
10968,"雨やだなあ...。。",0.1,0.1
10968,"気づいたら夏休み終わりそうだった!!。",0.7,0.7
10968,"やばばばば",0.0,0.0
10969,"リンちゃんおはよう。",0.3,0.3
10969,"今日もよろしく",0.6,0.6
10970,"ひゃー嬉しいw今日1日待ち受けにするわ〜",0.7,0.7
10971,"おはょん。",0.1,0.1
10971,"それ私も思う〜",0.0,0.0
10972,"......",0.1,0.1
10972,"船酔い",0.3,0.3
10973,"リセさん。",0.0,0.0
10973,"おはようございます(。",0.0,0.0
10973,"・ิω・)ノ。ิ。",0.2,0.2
10973,"そっちは雨降ってます?",0.0,0.0
10973,"こっちはまだ降ってないけどもうすぐ降りそうなすごい風がふいてます。",0.7,0.7
10973,"台風/大雨には気をつけてください。",0.1,-0.1
10973,"今日もよい1日を～～",0.8,0.8
10974,"たん........",0.1,0.1
10975,"次の日早番な私を殺す気かこれ保留のながれな(笑)GWの予定がいまいち謎ww",0.7,-0.7
10976,"爆笑。",0.1,0.1
10976,"どんまい。",0.1,0.1
10976,"すればよかったなと家に着いて後悔したわ",0.3,-0.3
10977,"おはようございま〜す\(^o^)/。",0.0,0.0
10977,"そういうアレルギーもあるんだありがとです",0.9,0.9
10978,"そこかよ!",0.1,0.1
10978,"笑。",0.1,0.1
10978,"誰の下半身じゃ!?",0.1,-0.1
10978,"ハァハァ←。......",0.1,0.1
10978,"この変態め!",0.6,-0.6
10978,"笑。",0.1,0.1
10978,"わしだめだ、、絶対就職できんうげええ(。́Д",0.3,0.3
10978,"`。)",0.1,0.1
10978,"なんでこんなにダメ人間、、",0.8,-0.8
10979,"本当大変どころじゃないラスト終わって帰るのこの時間だよ!?",0.6,-0.6
10979,"つらかった!!!!",0.1,0.1
10980,"それはからしゅやろ",0.2,-0.2
10981,"たくさん観て盛り上がってね〜",0.9,0.9
10982,"まだ、横浜と福岡があります。",0.7,0.7
10982,"席悪くても、ミラクルが起こりました",0.0,0.0
10983,"今調べましたがやっぱり微妙ですね。",0.8,-0.8
10983,"キャラゲットイベの時に期待します\(。'ω",0.5,0.5
10983,"')/",0.0,0.0
10984,"""。",0.0,0.0
10984,"しんどいよね〜。",0.2,-0.2
10984,"がんばろ...",0.9,0.9
10984,"とりあえずまだ諦めずに(。..)""""""",0.3,0.3
10985,"ご自宅に体育館的なスペースがあるのですかぁ?",0.0,0.0
10986,"えっ被害あった大変でしたね。",0.6,-0.6
10986,"バンバンに被害なくて良かった",0.5,-0.5
10987,"ありがとあんながほのの事好きなんは知ってるですでに。",0.7,0.7
10987,"笑。",0.1,0.1
10987,"それ以上にほのは好きやけどな♡。",0.6,0.6
10987,"ありがとう♡がんばろ♪。",0.9,0.9
10988,"あ、そうなの!?",0.0,0.0
10988,"笑。",0.1,0.1
10988,"夜勤お疲れ様でした┏○ペコッ笑。",0.4,0.4
10988,"たくさん寝なはれ〜〜",0.4,0.4
10989,"ちゃん付けやだーやだーおかしくない真面目でっす。",0.6,-0.6
10989,"ぷりーずみい笑",0.0,0.0
10990,"ひなちゃん、台湾とは凄いね",0.7,0.7
10991,"まーじ?",0.0,0.0
10991,"私ね、2部だったと思うよ\(^o^)/結構後ろだったけど!",0.2,0.2
10991,"したいしたい～♩",0.5,0.5
10992,"なんでそんな意地悪なの!!。",0.3,-0.3
10992,"別に座布団が欲しい訳じゃないもーん(。́ิ-。́ิ。)",0.4,-0.4
10993,"さすが、淳太くん...。",0.3,0.3
10993,"焦らして焦らして焦らしてかな?",0.0,0.0
10993,"←。",0.0,0.0
10993,"いやいや、そんなことないのだよ。",0.1,-0.1
10993,"私の方こそ、すっっっごく嬉しいよ",0.9,0.9
10994,"なっちゃんのせいでめちゃめちゃお腹なりながら寝たんだからね",0.3,0.3
10995,"おはよーございます☆。",0.0,0.0
10995,"遅くまでのリハーサルお疲れ様です。",0.2,-0.2
10995,"今日は友達と一緒に見に行かせて頂きます。",0.7,0.7
10995,"とても楽しみにしていますので、頑張って下さい!!",0.8,0.8
10995,"o(`^。́",0.0,0.0
10995,"*)",0.1,0.1
10996,"福岡は雪でさむいよー",0.5,0.5
10997,"嫌だもん",0.5,-0.5
10998,"無理だ検診に行くのに化粧する気力がない",0.9,-0.9
10999,"悩み聞いてあげよーとしてくれてるその気持ちだけでめっちゃ嬉しいです!!。",0.9,0.9
10999,"その気持ちだけで、みんなの悩みが少しでも軽くなるはず!!。",0.8,0.8
10999,"少なくとも、うちは軽くなりました。",0.7,0.7
10999,"ありがとう",0.5,0.5
11000,"かずさん。",0.1,0.1
11000,"おはようございます。",0.2,0.2
11000,"ハードディスクは何よりも大事この数日間。",0.7,0.7
11000,"寂しい思いをしています毎日放送されている分が録画できなくてもどかしい〜",0.5,0.5
11001,"りこちゃんおはよう。",0.0,0.0
11001,"何かわからんけど。",0.0,0.0
11001,"頑張って",0.3,0.3
11002,"ほんとだよ〜〜。",0.0,0.0
11002,"お祭り以降聞いてないよ",0.4,-0.4
11003,"いざ!",0.2,0.2
11003,"出陣......",0.3,0.3
11003,"したい。",0.2,0.2
11003,"恋する乙女...",0.5,0.5
11004,"疲れた。",0.1,-0.1
11004,"もういいっしょ",0.0,0.0
11005,"寝れんかった",0.3,0.3
11006,"スマホのラインの。",0.0,0.0
11006,"アップデート。",0.0,0.0
11006,"時間かかりすぎ",0.6,-0.6
11007,"宮城交通まじでなんなの!!。",0.3,0.3
11007,"時間変えるなーーー",0.0,0.0
11008,"家から全速力で走ってきて目の前まで来たのに待ってくんなかった。",0.5,-0.5
11008,"本当江ノ電の人いじわる",0.1,0.1
11009,"ゆりぽ",0.0,0.0
11010,"おはようございます",0.0,0.0
11011,"最悪だよー(;_;)。",0.9,-0.9
11011,"水曜日のFNSバイトと被っちゃった。",0.3,-0.3
11011,"それに少クラも観れないよ",0.9,-0.9
11012,"まってwwwwww。",0.3,0.3
11012,"こんな顔文字あったの?w",0.4,0.4
11012,"。",0.1,0.1
11012,"←",0.0,0.0
11013,"わたしも大家さん大好きだったから寂しいなもっとお話読みたかったな御冥福をお祈り致します",0.3,0.3
11014,"gloo充電し忘れて久々タバコ吸ってるけどヤニクラするな",0.2,-0.2
11015,"おはようございます。。",0.5,0.5
11015,"その後は全く何もありませんよ。",0.9,-0.9
11015,"2、3才まで何かを感じるらしいですよね。",0.0,0.0
11015,"今もあったらチョット怖い。",0.3,0.3
11015,"当時は私も急に怖くなってそそくさと帰ってきました。",0.3,0.3
11015,"一応観光地なんですけどね",0.0,0.0
11016,"スッキリ、まだ野使ってんのか。",0.4,0.4
11016,"古市キャラは2人もいらねぇ～よ",0.9,-0.9
11017,"懐かしい曲ね〜〜。",0.8,0.8
11017,"でも同じく最近の曲知らない笑",0.3,0.3
11018,"おはよう可愛いでしょ?",0.6,0.6
11018,"溺愛中ですから(笑)",0.3,0.3
11019,"ありがとうございます♪(。́",0.6,0.6
11019,"▽`)そうなんですよ会場限定なんですよすんません(>_<)郵送は可能ですよ",0.5,0.5
11020,"ありがとうございます寒くて腹壊してます",0.2,-0.2
11021,"仁一はともかく",0.4,-0.4
11022,"電車、暑いし...",0.1,0.1
11022,"なんか小便クチャい...(",0.1,-0.1
11022,">_<)",0.2,0.2
11023,"マジか∑(゚Д゚)若干自分も似た症状でる。",0.6,0.6
11023,"とりあえず病院に行って診てもらうのが一番だね。",0.1,-0.1
11023,"早め早めの対策をしましょう",0.3,0.3
11024,"素敵な微笑みお花フォト☆彡。“。",0.9,0.9
11024,"お早う御座います。",0.6,0.6
11024,"言ってすっきりするより。",0.7,0.7
11024,"言わない方がいい。",0.0,0.0
11024,"言われた人は。",0.1,0.1
11024,"案外傷ついている。",0.1,0.1
11024,"時間があなたを鎮める。",0.1,0.1
11024,"ハリセンボンのようなダリア。",0.1,0.1
11024,"今日も笑顔。",0.2,0.2
11025,"ソロ活動か...朝",0.0,0.0
11025,"からビックリ。",0.2,0.2
11025,"zeppで名古屋1日とかチケ取れる気がしない。",0.3,-0.3
11026,"ですよね(笑)。",0.2,0.2
11026,"本間に憂鬱です(笑)あの、カフェフラッペのふた開けるの苦手なんです笑それが憂鬱です(笑)",0.4,0.4
11027,"おはようございます。",0.2,0.2
11027,"全然偉くないですよ〜。",0.4,-0.4
11027,"私も遠征は難しいので関西しか参戦。",0.0,0.0
11027,"してないですが仲良くしてください",0.4,-0.4
11028,"さすがです...。",0.6,0.6
11028,"必要なら送迎しますんで。",0.0,0.0
11028,"言って下さいね。",0.3,-0.3
11028,"今日宜しくお願いします",0.6,0.6
11029,"朝からニヤけたさんきゅう",0.1,0.1
11030,"働け",0.1,0.1
11031,"ゴミじゃないですよ。",0.9,-0.9
11031,"まだまだ綺麗なままですよ(≧∇≦)",0.5,0.5
11032,"準備ちまちまそろそろしないととは思ってたけどなかなか。",0.5,0.5
11032,"多分ローマ字じゃないかね",0.0,0.0
11033,"昨日喜んでくれたし良かった。",0.9,0.9
11033,"1番嬉しかったん花鈴やったけど。",0.5,0.5
11034,"あははは(^○^)。",0.1,0.1
11034,"大吉さん...",0.1,0.1
11034,"無事でほんとによがった...",0.7,0.7
11035,"次や~~~",0.2,0.2
11036,"わかる、だるい。",0.7,-0.7
11036,"エプロン要らんよな。",0.4,-0.4
11036,"まりこ学校きてよ!!。",0.0,0.0
11036,"きっと今日で最後だから",0.6,0.6
11037,"いくつか理由とかを挙げて行くとき2番目が本音だと思ってます。",0.5,0.5
11037,"だから2番目がひゃー。",0.1,0.1
11037,"iPhoneの人、ひゃーって打ってみて下さい。",0.4,0.4
11037,"もれなくこの絵文字出てきます。",0.8,0.8
11038,"その綺麗なお顔とトーク力を寄越しなさい",0.6,0.6
11039,"私はCMのヒミツ分かったよヒントは。。",0.5,0.5
11039,"かな!",0.1,0.1
11039,"みんなも。。",0.3,0.3
11039,"出演CM。。",0.3,0.3
11039,"をじっくり見てみてね。",0.7,0.7
11040,"ホントだ!!!!!。",0.4,0.4
11040,"全然違う。",0.6,-0.6
11040,"最近の着物は柄が派手なのが多いんだねー",0.0,0.0
11041,"今夜もよみうりカルチャー川崎手話教室で講師だ。",0.2,0.2
11041,"ステップアップクラスの皆さん、今日も楽しく頑張ろうな、よろしく。",0.9,0.9
11041,"blog。",0.0,0.0
11041,"花井盛彦の日記。",0.2,0.2
11042,"明日はぁ〜【病院巡り】をするよ。",0.5,-0.5
11042,"いつも行ってる病院の後にオススメの病院にも行ってみるつもり。",0.2,0.2
11042,"きけばいいんだけどなぁ〜",0.3,0.3
11043,"そんな練習したら。",0.1,0.1
11043,"誰かを蹴りたくなるでしょう。",0.5,0.5
11043,"知床峠の熊を蹴りに行って下さい",0.4,0.4
11044,"南北線って通勤時間帯でも快適なイメージあったが、下りしか乗ったことなかったからだね...",0.4,0.4
11044,"目黒線からの上りはぎゅうぎゅう",0.0,0.0
11045,"二人とも可愛すぎ",0.8,0.8
11046,"同小の友達と遊びたいーー",0.6,0.6
11047,"ただ今、運転免許の更新の為、警察署に来ています。。ん",0.5,0.5
11047,"?",0.1,-0.1
11047,"こんなポスター貼ってあるんですね。",0.5,0.5
11048,"え、まじか......",0.1,-0.1
11048,"わたしの旦那なのに。",0.3,0.3
11049,"学校か",0.1,0.1
11050,"おはようございます!!︎",0.6,0.6
11050,"朝雨凄かったですね。",0.6,0.6
11050,"今日は大会があります。",0.4,0.4
11050,"めちゃくちゃ緊張してきた〜〜。",0.9,0.9
11050,"行ってきます!!︎。",0.9,0.9
11050,"いっくんも今日一日頑張ってください",0.1,0.1
11051,"めっちゃ眠いのに座られへんかった",0.6,0.6
11052,"まあみんな受験テストでいそがしいな。",0.4,0.4
11052,"おちついたらみんなで遊ぼか。",0.4,0.4
11052,"はぁ大嫌いな勉強してきます",0.5,-0.5
11053,"優しい笑。",0.8,0.8
11053,"今度やる時教えて",0.0,0.0
11054,"おとなしめなたちで。",0.0,0.0
11054,"払わされた子たちも。",0.3,0.3
11054,"払えって言われてた子たちも。",0.2,0.2
11054,"けっかよかったのかなって・・・。",0.3,0.3
11054,"払えるたちだけで。",0.0,0.0
11054,"またって!。",0.0,0.0
11054,"あたしらは。",0.0,0.0
11054,"オビねらいでサンカてきな。",0.1,0.1
11054,"あとはムリだし。",0.3,-0.3
11054,"しーくんが書いた書道ね・・・。",0.1,-0.1
11054,"ヒトモジ5センエン～でぇ。",0.3,0.3
11054,"名前ありは・・・",0.1,0.1
11055,"痛いのところでグーパンチ?",0.7,0.7
11056,"ありがとう",0.5,0.5
11057,"りあちょさんきらいです",0.2,-0.2
11058,"今日FGO何らかのお知らせがあるだろうから震えて待つ。",0.1,0.1
11058,"復刻なのか新規なのか...",0.0,0.0
11058,"アポ鯖来ないかなぁ...",0.1,0.1
11058,"バレンタイン間にあわんやん...",0.4,-0.4
11059,"何かさぁ...",0.0,0.0
11059,"認証コードがなきゃ出来ないみたいんだよね(>_<)。",0.4,-0.4
11059,"何回もやっているんだけど中々出来ないんだよね",0.4,-0.4
11060,"残念...",0.6,-0.6
11060,"はずれです。",0.9,-0.9
11060,"8/28(火)まで一投稿に付き一回チャレンジできるよ。",0.4,0.4
11060,"マックフルーリー。",0.0,0.0
11060,"白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",0.4,0.4
11061,"あああありがとう。",0.1,0.1
11062,"FGO先行の申込が今日からだと思ってた。",0.1,0.1
11062,"今日は結果発表じゃん",0.5,-0.5
11063,"さきほど発言していたようです!",0.3,0.3
11063,"ええ、はい、おぉー!!!",0.7,0.7
11063,"大胆発言ですね!!!。",0.1,0.1
11063,"結婚!!!",0.5,0.5
11063,"すばらしい!!!!",0.9,0.9
11063,"もうプロポーズは済んでいるんですか",0.2,0.2
11064,"これからAWの方と横浜でお食事。",0.0,0.0
11064,"引き寄せる",0.0,0.0
11065,"ほんとですか?",0.0,0.0
11065,"嬉しいあまりです。",0.7,0.7
11065,"交換ってしたことありますか?",0.1,0.1
11065,"わたしなくてあんまりやり方わかってないんですけど大丈夫ですかね",0.3,0.3
11066,"ねー週間予報って変わるよね〜。",0.4,-0.4
11066,"今年の台風、しつこすぎ",0.9,-0.9
11067,"私は食べ過ぎた...。",0.6,-0.6
11068,"なんか料理長怒ってる(T。",0.7,-0.7
11068,"^。",0.1,0.1
11068,"T)。",0.1,0.1
11068,"近藤さんのせいだ。",0.1,-0.1
11068,"料理長ぉー(。",0.1,0.1
11068,";。",0.0,0.0
11068,";。)",0.1,0.1
11069,"やっと、天体ショー見ることができたぁ!。",0.5,0.5
11069,"金星が太陽を横切っています",0.4,0.4
11070,"わー!",0.1,0.1
11070,"はじめまして!",0.5,0.5
11070,"こちらこそありがとうございます!。",0.2,0.2
11070,"どうぞよろしくお願いいたします",0.9,0.9
11071,"理解不能って訳じゃ無いけど、異常的な性興奮の人。。",0.0,0.0
11071,"でも、アカウント覗いたら流石に退いたわ。",0.6,-0.6
11071,"フィギュアに、はんだゴテで溶かしたり傷付けたり、ゴテを性器に見たてて興奮とか、性犯罪に繋がりそうやわ",0.4,0.4
11072,"久しぶり4人分。",0.5,0.5
11072,"もうバタバタで中身確認せず持たせちゃったんですアイスさんもやらかす人",0.4,-0.4
11073,"弄られキャラでしたからね。",0.0,0.0
11073,"皆さんに愛されてましたね(^o^;)。",0.7,0.7
11073,"残念だぁ",0.5,-0.5
11074,"ラジオ体操。",0.8,0.8
11074,"なんでないん?。",0.6,-0.6
11074,"こども会のホームページで確認したのに!",0.1,0.1
11075,"良かった良かった。",0.7,0.7
11075,"無理しないでね(。́",0.4,-0.4
11075,"・ω・`)",0.1,0.1
11076,"おはよう〜(。",0.0,0.0
11076,"^∀^)。",0.2,0.2
11076,"今日は朝から天気がいいね〜。",0.9,0.9
11076,"でも仕事だから何処にも行けない。",0.8,-0.8
11076,"仕事頑張ります",0.9,0.9
11077,"ラブコール",0.2,0.2
11078,"残念...",0.6,-0.6
11078,"はずれです。",0.9,-0.9
11078,"8/28(火)まで一投稿に付き一回チャレンジできるよ。",0.4,0.4
11078,"マックフルーリー。",0.0,0.0
11078,"白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",0.4,0.4
11079,"詰まらない!!!!!!!。",0.9,-0.9
11079,"宿題をしません。",0.4,-0.4
11080,"おはようございますはい。",0.1,0.1
11080,"もうイライラで。",0.6,-0.6
11080,"電子チケット、当日にならないと発券できないですからね。",0.6,-0.6
11081,"宇都宮で思いっきりバモってきてください。。",0.1,-0.1
11081,"RT。。",0.1,0.1
11081,"ガンバにチンチンにやられて、傷心で宇都宮に出発",0.3,-0.3
11082,"i。",0.1,0.1
11082,"know。",0.2,0.2
11082,"you're。",0.0,0.0
11082,"怪。!。",0.0,0.0
11082,"Not。",0.2,-0.2
11082,"乖。",0.2,0.2
11082,"right?!",0.0,0.0
11083,"(。́",0.0,0.0
11083,">∀<`)ゝテヘッ!。",0.5,0.5
11083,"もうビックリだよ～(笑)。",0.4,0.4
11083,"うん!",0.2,0.2
11083,"良いお天気だね。",0.9,0.9
11083,"やる気が出る～。",0.2,0.2
11083,"ファイトねっ୧(๑•̀⌄•́๑)૭✧",0.2,0.2
11084,"何でタバコやめないのよ。",0.2,-0.2
11085,"後日、YSLのベビーダッフルが欲しくて海港城に行っても、日本の税込みとあまり変わらないんです...。",0.6,-0.6
11085,"街なかには元あった価格表示を手描で書き直したり、値上がり価格を上からシールで貼ってあるものがたくさん...。",0.0,0.0
11085,"円安の悪影響も大きいですが、それよりも...",0.2,-0.2
11085,"ですね",0.1,0.1
11086,"全然集まらなさすぎてゲロりそ.。",0.8,-0.8
11086,"14時～の追加エリア解放に希望を託しまっしょい。",0.6,0.6
11086,"°˖✧◝(0▿0)◜✧˖°",0.4,0.4
11087,"ヨーデルヨーデルヨーデルヨーデルようかいでるけんでられんけん(×2)ローイレローイレなかまにローイレともだちだいじ!!",0.1,0.1
11087,"ようかーいようかーいようかーいウォッチっち",0.2,0.2
11088,"明日は雨彼が仕事で京都へ行くので、一緒について行くのに時間つぶしはデパートか何かでするか",0.8,0.8
11089,"キモ............",0.8,-0.8
11090,"/。。",0.0,0.0
11090,"すいりんさんはきっついわ。",0.0,0.0
11091,"朝起きたら網戸外れてた。",0.7,-0.7
11091,"こわっ。",0.1,0.1
11092,"リッイートありがとうございます。",0.2,0.2
11092,"フォローしました。",0.3,0.3
11092,"よろしくお願いします!",0.8,0.8
11092,"w",0.1,0.1
11093,"いつかひっかけてやる笑笑",0.7,0.7
11094,"なれはだれになるんだよ笑",0.4,0.4
11095,"ヾ(✿❛◡❛ฺฺ)ノぉはよぉ～。",0.9,0.9
11095,"みかちゃん、もしかして19日?。",0.0,0.0
11095,"私、20日!。",0.1,-0.1
11095,"12月は忙しいけど、頑張ろうね〜",0.9,0.9
11096,"もう迷子っすわ電車のない淡路に帰らせてほしい僕がこっち来たら引き込もろうとするのやめてクレメンス",0.1,0.1
11097,"てか、何で浅野は正露丸について。。",0.7,0.7
11097,"語ってるんや??。(。。",0.1,-0.1
11097,"雑談。",0.1,0.1
11098,"もうあと何ヵ月?",0.7,-0.7
11098,"もっと一緒に居たいですな",0.4,0.4
11099,"ももクロマンチョコも明日か〜!",0.2,0.2
11099,"沖縄は西日本だろうな...",0.2,-0.2
11100,"やびゃい。",0.1,0.1
11100,"YUSUKEさんファボとリツイートくれた。",0.4,-0.4
11101,"こちらこそです!。",0.3,0.3
11101,"なんてお呼びしたらいいですか?",0.0,0.0
11102,"ランドセルと帽子で。",0.1,0.1
11102,"こんなに爆笑するとは。",0.7,0.7
11102,"最高や笑",0.7,0.7
11103,"さん、。",0.0,0.0
11103,"F(X)のCD前から欲しかったのに買ってなかったので、買ってすぐ車で大音量で聞いてましたクリスタル、ソルリちゃんに会いたいです",0.6,0.6
11104,"残念...",0.6,-0.6
11104,"はずれです。",0.9,-0.9
11104,"8/28(火)まで一投稿に付き一回チャレンジできるよ。",0.4,0.4
11104,"マックフルーリー。",0.0,0.0
11104,"白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",0.4,0.4
11105,"おはようございます(^ω^)。",0.0,0.0
11105,"台風の被害やばかったですかね(^ω^)無事ですか?。",0.1,-0.1
11105,"わいのお部屋は台風の影響関係なく大荒れの模様です。",0.1,0.1
11105,"片付けしていたら懐かしいシャツを発見しました。",0.8,0.8
11105,"今日も一日頑張りましょう(^ω^)行ってらっしゃい!",0.9,0.9
11106,"今冬は割と安く手に入ったので、実は3回目です。",0.8,0.8
11106,"今回は冷凍でしたが、一番大きなタラバでした!",0.3,-0.3
11107,"悠真果バイト辞めるとか。",0.3,-0.3
11107,"ほんまないわ(*。́",0.8,-0.8
11107,"・ω・)笑。",0.2,0.2
11107,"女の子1人なったやんか〜。",0.3,0.3
11107,"でも頑張ります(^_^)!!",0.9,0.9
11108,"桃奈ちゃん、大変や。",0.2,0.2
11108,"気をつけてね(/_;)/~~",0.0,0.0
11109,"今起きた",0.0,0.0
11110,"充電38%しかない",0.1,0.1
11111,"こんな国がいくらオリンピック招致したって欧米の人達は汚染された空気を吸い、汚染された食物を食べにわざわざ来るのだろうか。。",0.5,-0.5
11111,"実情を知ったら反対する多くの人たちがいてもおかしくない。。",0.9,-0.9
11111,"オリンピック開催は絶対反対だ",0.7,-0.7
11112,"ヨンジュウナナ弾けるようになりたい!",0.6,0.6
11112,"どうやったらギター上手くなるの...",0.4,0.4
11112,"わかりやすいコード譜も無いし...",0.0,0.0
11113,"まいおはよ!!!",0.0,0.0
11113,"まいおはよ!!!",0.0,0.0
11113,"まいおはよ!!!。",0.0,0.0
11113,"ずるい連れてって",0.0,0.0
11114,"マイペンライって訳には行かないね",0.3,-0.3
11115,"えーっどうやって〜。",0.1,-0.1
11115,"RT。。。",0.1,0.1
11115,"無事に申し込みできて良かったです届くのが待ち遠しいですね。",0.9,0.9
11115,"その前に3GSを最新版にしとくのをオススメします",0.7,0.7
11116,"わああああああ(*。́꒳",0.1,0.1
11116,"`*)。",0.1,0.1
11116,"田舎だからめざましテレビ映らない。",0.9,-0.9
11116,"よかったね⌣̈⃝。",0.6,0.6
11116,"♡。",0.1,0.1
11116,"⌣̈⃝。",0.0,0.0
11116,"♡",0.2,0.2
11117,"他のこと考えよう思って外でサッカーしてたら車当ててもた。",0.5,0.5
11117,"やりすごそうかな",0.8,0.8
11118,"怒らなないもん",0.4,-0.4
11119,"おお!",0.2,0.2
11119,"おかえり♪。",0.2,0.2
11119,"こっちもめちゃ晴れてるのに、降水確率50%とか。",0.5,-0.5
11119,"絶対に降るな...。",0.1,0.1
11119,"引きこもろうww",0.1,0.1
11120,"いろんな顔だっ!。",0.4,0.4
11120,"www",0.2,0.2
11121,"こ...",0.1,0.1
11121,"このポーズは..",0.2,0.2
11121,"もしや...。",0.0,0.0
11121,"やっぱりか...。",0.0,0.0
11121,"笑。",0.1,0.1
11122,"タバコまじ無理すぎてこの先やっていけるか不安になってきた",0.8,-0.8
